doi,short_name,uniprotkb,protein,genbank_id
10.1007.s00449-018-1977-1,ldhA,P52643,D-lactate dehydrogenase,WP_354690256.1
10.1007.s00449-018-1977-1,sthA,P27306,Soluble pyridine nucleotide transhydrogenase,XCN43428.1
10.1007.s00449-019-02111-y,entC,P0AEJ2,Isochorismate synthase EntC,WP_354692610.1
10.1007.s00449-019-02111-y,menF,P38051,Isochorismate synthase MenF,WP_354690416.1
10.1007.s00449-020-02286-9,otsB,A0A7J5E1I7,Trehalose 6-phosphate phosphatase,XCI60783.1
10.1007.s00449-020-02286-9,treS,A0A7J5DXV9,maltose alpha-D-glucosyltransferase,WP_354684380.1
10.1007.s00449-020-02355-z,cobT,P36562,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,WP_354690360.1
10.1007.s00449-020-02355-z,cobB,P75960,NAD-dependent protein deacylase,WP_354687891.1
10.1007.s00449-020-02355-z,cobS,A0A024L291,Adenosylcobinamide-GDP ribazoletransferase,WP_354690359.1
10.1007.s00449-021-02630-7,aroF,P00888,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive",P0A1B6.1
10.1007.s00449-021-02630-7,aroB,P07639,3-dehydroquinate synthase,WP_354683390.1
10.1007.s00449-021-02630-7,aroL,P0A6E1,Shikimate kinase 2,XCO02624.1
10.1007.s00449-022-02762-4,ppc,P00864,Phosphoenolpyruvate carboxylase,WP_354692337.1
10.1007.s00449-022-02762-4,pykA,P21599,Pyruvate kinase II,XCN09597.1
10.1007.s00449-022-02762-4,leuB,P30125,3-isopropylmalate dehydrogenase,WP_354685953.1
10.1007.s00449-022-02762-4,pykF,P0AD61,Pyruvate kinase I,WP_354690261.1
10.1007.s00449-022-02762-4,adhE,P0A9Q7,Bifunctional aldehyde-alcohol dehydrogenase AdhE,P0A9Q7.2
10.1007.s00449-022-02762-4,zwf,P0AC53,Glucose-6-phosphate 1-dehydrogenase,XP_066165338.1
10.1007.s00449-022-02779-9,pncB,A0A1K0IMS6,Nicotinate phosphoribosyltransferase,WP_354691499.1
10.1007.s00449-022-02779-9,nadE,A0A1K0ICU6,Glutamine-dependent NAD(+) synthetase,XP_066237079.1
10.1007.s00449-023-02893-2,yhhW,P46852,"Quercetin 2,3-dioxygenase",XCO05488.1
10.1007.s00449-023-02913-1,SAM2,A0A1B2JEC7,S-adenosylmethionine synthase,WP_354690986.1
10.1007.s00726-011-1069-x,argB,A0A076NMT2,Acetylglutamate kinase,XCO05977.1
10.1007.s00726-014-1768-1,ilvN,H7C6A7,Acetolactate synthase small subunit,WP_354688763.1
10.1007.s00726-014-1768-1,hom,P08499,Homoserine dehydrogenase,WP_354689585.1
10.1007.s00726-014-1768-1,ldhA,Q6F5A8,L-lactate dehydrogenase,WP_354691639.1
10.1007.s00726-014-1768-1,pck,Q9AEM1,Phosphoenolpyruvate carboxykinase [GTP],WP_354689259.1
10.1007.s00726-014-1768-1,aceE,Q8NNF6,Pyruvate dehydrogenase E1 component,WP_354687835.1
10.1007.s00726-014-1768-1,gapA,Q2XUQ1,Glyceraldehyde-3-phosphate dehydrogenase,WP_354690629.1
10.1007.s00726-014-1768-1,ddh,P04964,Meso-diaminopimelate D-dehydrogenase,CAL1519063.1
10.1007.s00726-014-1768-1,dapB,A0A160PRL7,4-hydroxy-tetrahydrodipicolinate reductase,WP_354691728.1
10.1007.s00726-014-1768-1,lysC,P26512,Aspartokinase,WP_354690522.1
10.1007.s00726-014-1768-1,dapA,A0A160PRP4,4-hydroxy-tetrahydrodipicolinate synthase,WP_354686028.1
10.1007.s00726-014-1768-1,asd,A0A169RNU0,Aspartate-semialdehyde dehydrogenase,WP_354691528.1
10.1007.s00726-021-03105-5,dapC,A0A160PPS9,N-succinyldiaminopimelate aminotransferase,GAB0172058.1
10.1007.s00726-021-03105-5,leuD,A0A160PQ78,3-isopropylmalate dehydratase small subunit,WP_354685954.1
10.1007.s10295-005-0206-5,pta,P0A9M8,Phosphate acetyltransferase,WP_354690204.1
10.1007.s10295-005-0206-5,ackA,P0A6A3,Acetate kinase,WP_354688381.1
10.1007.s10295-010-0724-7,ppc,P00864,Phosphoenolpyruvate carboxylase,WP_354692337.1
10.1007.s10295-010-0724-7,poxB,P07003,Pyruvate dehydrogenase [ubiquinone],WP_354691852.1
10.1007.s10295-010-0724-7,ackA,P0A6A3,Acetate kinase,WP_354688381.1
10.1007.s10295-010-0760-3,1469,A0A160PS61,DUF2339 domain-containing protein,WP_354691842.1
10.1007.s10295-011-0973-0,tyrR,P07604,HTH-type transcriptional regulatory protein TyrR,CAL5246336.1
10.1007.s10295-011-0973-0,tktA,P27302,Transketolase 1,WP_354690101.1
10.1007.s10295-011-0973-0,galP,P0AEP1,Galactose-proton symporter,KAL0481816.1
10.1007.s10295-011-0973-0,hpaB,Q57160,4-hydroxyphenylacetate 3-monooxygenase oxygenase component,XCO02184.1
10.1007.s10295-012-1116-y,ldhA,P52643,D-lactate dehydrogenase,WP_354690256.1
10.1007.s10295-012-1151-8,adhE,P33744,Aldehyde-alcohol dehydrogenase,XAM47746.1
10.1007.s10295-012-1171-4,poxB,P07003,Pyruvate dehydrogenase [ubiquinone],WP_354691852.1
10.1007.s10295-012-1171-4,ackA,P0A6A3,Acetate kinase,WP_354688381.1
10.1007.s10295-013-1262-x,pheA,A0A169S7Y2,Prephenate dehydratase,WP_354682910.1
10.1007.s10295-013-1296-0,CIT2,P08679,"Citrate synthase, peroxisomal",XP_015626660.1
10.1007.s10295-013-1296-0,MLS1,P30952,Malate synthase 1,WP_354692864.1
10.1007.s10295-013-1296-0,ERG10,P41338,Acetyl-CoA acetyltransferase,XCO04368.1
10.1007.s10295-013-1296-0,ALD6,P54115,"Magnesium-activated aldehyde dehydrogenase, cytosolic",P54115.4
10.1007.s10295-013-1296-0,ADH2,P00331,Alcohol dehydrogenase 2,WP_354692328.1
10.1007.s10295-013-1298-y,pflB,A0A6B8MWR4,Formate acetyltransferase,XAM49786.1
10.1007.s10295-013-1298-y,ldhA,H3MXX7,2-hydroxyacid dehydrogenase,WP_354691332.1
10.1007.s10295-013-1306-2,argR,O85175,Arginine repressor,WP_336675198.1
10.1007.s10295-013-1306-2,speE,A0A0S2T7F8,Polyamine aminopropyltransferase,XCO02345.1
10.1007.s10295-013-1306-2,gap,A0A169RX59,Glyceraldehyde-3-phosphate dehydrogenase,WP_354690629.1
10.1007.s10295-013-1311-5,GCY1,P14065,Glycerol 2-dehydrogenase (NADP(+)),KAL0636437.1
10.1007.s10295-013-1311-5,DAK1,P54838,Dihydroxyacetone kinase 1,WP_354690795.1
10.1007.s10295-013-1350-y,PRE1,P22141,Proteasome subunit beta type-4,XP_066218598.1
10.1007.s10295-013-1350-y,TAL1,P15019,Transaldolase,WP_354687890.1
10.1007.s10295-013-1350-y,RKI1,Q12189,Ribose-5-phosphate isomerase,WP_354687889.1
10.1007.s10295-013-1350-y,XYL2,Q07993,D-xylulose reductase,DAA09387.1
10.1007.s10295-013-1350-y,TKL1,P23254,Transketolase 1,WP_354690101.1
10.1007.s10295-014-1458-8,menA,P32166,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",XAY05511.1
10.1007.s10295-014-1465-9,pheA,P0A9J8,Bifunctional chorismate mutase/prephenate dehydratase,XCO04699.1
10.1007.s10295-014-1465-9,tyrR,P07604,HTH-type transcriptional regulatory protein TyrR,CAL5246336.1
10.1007.s10295-014-1465-9,icdA,A0A0D8VVE7,Isocitrate dehydrogenase [NADP],WP_354692863.1
10.1007.s10295-014-1465-9,tktA,P27302,Transketolase 1,WP_354690101.1
10.1007.s10295-014-1465-9,ppsA,P23538,Phosphoenolpyruvate synthase,WP_354682286.1
10.1007.s10295-014-1465-9,tyrA,P07023,T-protein,WP_354689847.1
10.1007.s10295-014-1465-9,aroG,P0AB91,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive",P0AB91.1
10.1007.s10295-014-1481-9,ILV2,P07342,"Acetolactate synthase catalytic subunit, mitochondrial",DAA07472.1
10.1007.s10295-014-1481-9,ADH2,P00331,Alcohol dehydrogenase 2,WP_354692328.1
10.1007.s10295-014-1481-9,SOD1,P00445,Superoxide dismutase [Cu-Zn],WP_354692311.1
10.1007.s10295-014-1504-6,galU,P0AEP3,UTP--glucose-1-phosphate uridylyltransferase,WP_354680227.1
10.1007.s10295-014-1540-2,ALD6,P54115,"Magnesium-activated aldehyde dehydrogenase, cytosolic",P54115.4
10.1007.s10295-014-1540-2,ADH2,P00331,Alcohol dehydrogenase 2,WP_354692328.1
10.1007.s10295-014-1540-2,ACB1,P31787,Acyl-CoA-binding protein,WP_354682349.1
10.1007.s10295-014-1581-6,aroL,P0A6E1,Shikimate kinase 2,XCO02624.1
10.1007.s10295-014-1581-6,aroG,P0AB91,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive",P0AB91.1
10.1007.s10295-014-1581-6,entB,P0ADI4,Enterobactin synthase component B,P80021.2
10.1007.s10295-014-1581-6,catA,A0A8H2S736,Chloramphenicol acetyltransferase,WP_354684169.1
10.1007.s10295-014-1581-6,entC,P0AEJ2,Isochorismate synthase EntC,WP_354692610.1
10.1007.s10295-015-1593-x,ptsI,A0A160PRI7,Phosphoenolpyruvate-protein phosphotransferase,WP_354692330.1
10.1007.s10295-015-1593-x,ldh,A0A169S8E9,L-lactate dehydrogenase,WP_354691639.1
10.1007.s10295-015-1593-x,aroP,Q46065,Aromatic amino acid transport protein AroP,CAL5246350.1
10.1007.s10295-015-1593-x,aceE,Q8NNF6,Pyruvate dehydrogenase E1 component,WP_354687835.1
10.1007.s10295-015-1593-x,aroE,A4QB65,Quinate/shikimate dehydrogenase (NAD(+)),WP_142946074.1
10.1007.s10295-015-1593-x,ppsA,A0A169RQR6,Phenylphosphate synthase subunit alpha,QTQ35057.1
10.1007.s10295-015-1596-7,URA3,P03962,Orotidine 5'-phosphate decarboxylase,WP_354690662.1
10.1007.s10295-015-1622-9,tpiA,P0A858,Triosephosphate isomerase,XP_066214244.1
10.1007.s10295-015-1622-9,ubiC,P26602,Chorismate pyruvate-lyase,WP_098548875.1
10.1007.s10295-015-1622-9,poxB,P07003,Pyruvate dehydrogenase [ubiquinone],WP_354691852.1
10.1007.s10295-015-1622-9,ackA,P0A6A3,Acetate kinase,WP_354688381.1
10.1007.s10295-015-1622-9,zwf,P0AC53,Glucose-6-phosphate 1-dehydrogenase,XP_066165338.1
10.1007.s10295-015-1622-9,gldA,P0A9S5,Glycerol dehydrogenase,WP_354692328.1
10.1007.s10295-015-1622-9,mgsA,P0A731,Methylglyoxal synthase,WP_354688504.1
10.1007.s10295-015-1622-9,fucO,P0A9S1,Lactaldehyde reductase,WP_354692344.1
10.1007.s10295-015-1725-3,pal,P0A912,Peptidoglycan-associated lipoprotein,WP_354692553.1
10.1007.s10295-015-1727-1,FUR1,P18562,Uracil phosphoribosyltransferase,WP_354692909.1
10.1007.s10295-015-1727-1,GRE3,P38715,NADPH-dependent aldose reductase GRE3,P38715.1
10.1007.s10295-016-1745-7,shc,A0A418VH16,Squalene--hopene cyclase,WP_354686291.1
10.1007.s10295-016-1745-7,crtE,Q6N9M1,Geranylgeranyl pyrophosphate synthase,BFO18510.1
10.1007.s10295-016-1745-7,hpnD,Q6N3F2,Presqualene diphosphate synthase,WP_354686290.1
10.1007.s10295-016-1745-7,dxs,A0A0D7EKA6,1-deoxy-D-xylulose-5-phosphate synthase,WP_354684001.1
10.1007.s10295-016-1763-5,hom,P08499,Homoserine dehydrogenase,WP_354689585.1
10.1007.s10295-016-1763-5,lysC,P26512,Aspartokinase,WP_354690522.1
10.1007.s10295-016-1763-5,thrB,P07128,Homoserine kinase,WP_354683990.1
10.1007.s10295-016-1802-2,ispA,P22939,Farnesyl diphosphate synthase,WP_354686290.1
10.1007.s10295-016-1819-6,xylA,P0CI80,Xylose isomerase,XCO05607.1
10.1007.s10295-016-1819-6,araE,P96710,Arabinose-proton symporter,XCO04915.1
10.1007.s10295-016-1822-y,valG,H2K893,Validoxylamine A glucosyltransferase,XAY05847.1
10.1007.s10295-016-1822-y,ugp,F8UVI7,UTP--glucose-1-phosphate uridylyltransferase,WP_354680227.1
10.1007.s10295-016-1822-y,afsR,P25941,Regulatory protein AfsR,XP_066007058.1
10.1007.s10295-016-1822-y,soxR,A0A0B5D9G8,Redox-sensitive transcriptional activator SoxR,WP_354686110.1
10.1007.s10295-016-1831-x,CAR1,P00812,Arginase,WP_354687746.1
10.1007.s10295-016-1855-2,ADH7,P25377,NADP-dependent alcohol dehydrogenase 7,XP_031875888.2
10.1007.s10295-016-1855-2,ARO10,Q06408,Transaminated amino acid decarboxylase,Q06408.1
10.1007.s10295-016-1855-2,LEU9,Q12166,"2-isopropylmalate synthase 2, mitochondrial",P06208.1
10.1007.s10295-016-1855-2,ILV3,P39522,"Dihydroxy-acid dehydratase, mitochondrial",NP_593729.1
10.1007.s10295-016-1870-3,metK,P0A817,S-adenosylmethionine synthase,WP_354690986.1
10.1007.s10295-016-1870-3,metJ,P0A8U6,Met repressor,DAA08847.1
10.1007.s10295-016-1870-3,thrC,P00934,Threonine synthase,WP_354689585.1
10.1007.s10295-016-1870-3,lysA,P00861,Diaminopimelate decarboxylase,WP_354692438.1
10.1007.s10295-016-1870-3,thrB,P00547,Homoserine kinase,WP_354683990.1
10.1007.s10295-016-1870-3,metB,P00935,Cystathionine gamma-synthase,WP_354679809.1
10.1007.s10295-016-1870-3,metH,P13009,Methionine synthase,WP_354688542.1
10.1007.s10295-016-1870-3,metA,P07623,Homoserine O-succinyltransferase,WP_354690020.1
10.1007.s10295-016-1870-3,malY,P23256,Protein MalY,XCO03805.1
10.1007.s10295-016-1872-1,rmlA,Q6FFU9,Glucose-1-phosphate thymidylyltransferase,WP_354690417.1
10.1007.s10295-016-1880-1,rapK,Q54305,Chorismatase,WP_344277919.1
10.1007.s10295-016-1898-4,budA,A0A0J2KX11,Alpha-acetolactate decarboxylase,WP_354656165.1
10.1007.s10295-016-1898-4,budC,Q48436,Diacetyl reductase [(S)-acetoin forming],DAA10125.1
10.1007.s10295-016-1898-4,budB,P27696,"Acetolactate synthase, catabolic",WP_286643311.1
10.1007.s10295-016-1898-4,mdh,A0A1D3SR12,Malate dehydrogenase,WP_354692005.1
10.1007.s10295-016-1898-4,ldhA,A0A332M026,L-lactate dehydrogenase,WP_354691639.1
10.1007.s10295-017-1934-z,HMG1,P12683,3-hydroxy-3-methylglutaryl-coenzyme A reductase 1,WP_354681421.1
10.1007.s10295-017-1940-1,hemB,P0ACB2,Delta-aminolevulinic acid dehydratase,WP_142945486.1
10.1007.s10295-017-1940-1,coaA,P0A6I3,Pantothenate kinase,WP_354689883.1
10.1007.s10295-017-1940-1,coaD,P0A6I6,Phosphopantetheine adenylyltransferase,WP_354691650.1
10.1007.s10295-017-1940-1,hemA,P0A6X1,Glutamyl-tRNA reductase,WP_354687431.1
10.1007.s10295-017-1940-1,dfp,A0A0H2Z3Y3,Coenzyme A biosynthesis bifunctional protein CoaBC,XAY05770.1
10.1007.s10295-017-1974-4,dapA,A0A014L3H3,4-hydroxy-tetrahydrodipicolinate synthase,WP_354686028.1
10.1007.s10295-017-1974-4,aroC,A0A014N1V2,Chorismate synthase,WP_354690190.1
10.1007.s10295-017-1986-0,pflB,P09373,Formate acetyltransferase 1,GMM63204.1
10.1007.s10295-017-1986-0,ilvC,P05793,Ketol-acid reductoisomerase (NADP(+)),XAY05516.1
10.1007.s10295-017-1986-0,adh,A0A0D4D939,S-(hydroxymethyl)glutathione dehydrogenase,DAA11693.1
10.1007.s10295-017-1986-0,adhE,P0A9Q7,Bifunctional aldehyde-alcohol dehydrogenase AdhE,P0A9Q7.2
10.1007.s10295-017-1986-0,ldhA,P52643,D-lactate dehydrogenase,WP_354690256.1
10.1007.s10295-018-02135-5,kshA,P71875,"3-ketosteroid-9-alpha-monooxygenase, oxygenase component",XCI60861.1
10.1007.s10295-018-2003-y,butA,A0A0F7JJ78,diacetyl reductase [(S)-acetoin forming],DAA10125.1
10.1007.s10295-018-2003-y,odhA,Q8NRC3,2-oxoglutarate dehydrogenase E1/E2 component,XP_504044.2
10.1007.s10295-018-2005-9,LdhA,B7L5B8,LdhA protein,XCO03526.1
10.1007.s10295-018-2005-9,AdhE,P0A9Q7,Bifunctional aldehyde-alcohol dehydrogenase AdhE,P0A9Q7.2
10.1007.s10295-018-2005-9,alsS,A0A3L0VW79,Acetolactate synthase AlsS,WP_354690715.1
10.1007.s10295-018-2005-9,ilvD,P05791,Dihydroxy-acid dehydratase,WP_354688765.1
10.1007.s10295-018-2005-9,ilvC,P05793,Ketol-acid reductoisomerase (NADP(+)),XAY05516.1
10.1007.s10295-018-2018-4,HMG1,P12683,3-hydroxy-3-methylglutaryl-coenzyme A reductase 1,WP_354681421.1
10.1007.s10295-018-2029-1,metK2,A0A1B1MGB5,S-adenosylmethionine synthase,WP_354690986.1
10.1007.s10295-018-2032-6,yqhD,Q46856,Alcohol dehydrogenase YqhD,WP_354691950.1
10.1007.s10295-018-2033-5,FLO1,P32768,Flocculation protein FLO1,DAA10060.1
10.1007.s10295-018-2037-1,argF,A0A0U4XV81,Ornithine carbamoyltransferase,WP_354692519.1
10.1007.s10295-018-2037-1,argJ,C1KGU6,Arginine biosynthesis bifunctional protein ArgJ,XAY05463.1
10.1007.s10295-018-2046-0,Tgl3,C7GPV0,Tgl3p,DAA10214.1
10.1007.s10295-018-2046-0,Ald6,A0A165RER1,Aldehyde dehydrogenase Ald6p,P40047.4
10.1007.s10295-018-2046-0,ACC1,Q00955,Acetyl-CoA carboxylase,WP_354692903.1
10.1007.s10295-018-2068-7,buk,Q05619,Butyrate kinase,WP_142945965.1
10.1007.s10295-018-2103-8,ldh,A0A169S8E9,L-lactate dehydrogenase,WP_354691639.1
10.1007.s10295-018-2103-8,argR,O85175,Arginine repressor,WP_336675198.1
10.1007.s10295-018-2103-8,ppnK,A0A161JNP4,NAD kinase,WP_354686103.1
10.1007.s10295-019-02142-0,ACS2,P52910,Acetyl-coenzyme A synthetase 2,XP_066240109.1
10.1007.s10295-019-02142-0,CAB2,P40506,Phosphopantothenate--cysteine ligase CAB2,KAL0640478.1
10.1007.s10295-019-02142-0,ATF1,P40353,Alcohol O-acetyltransferase 1,WP_054467080.1
10.1007.s10295-019-02234-x,faa1,A0A5J6CUM0,Fatty acyl-CoA synthase,NP_001361644.1
10.1007.s10295-020-02262-y,aroP,P15993,Aromatic amino acid transport protein AroP,CAL5246350.1
10.1007.s10295-020-02262-y,tnaA,P0A853,Tryptophanase,WP_354688478.1
10.1007.s10295-020-02262-y,tyrR,P07604,HTH-type transcriptional regulatory protein TyrR,CAL5246336.1
10.1007.s10295-020-02262-y,ptsG,P69786,PTS system glucose-specific EIICB component,CAL4043268.1
10.1007.s10295-020-02262-y,ackA,P0A6A3,Acetate kinase,WP_354688381.1
10.1007.s10295-020-02262-y,trpR,P0A881,Trp operon repressor,XCO02229.1
10.1007.s10295-020-02262-y,tktA,P27302,Transketolase 1,WP_354690101.1
10.1007.s10295-020-02262-y,aroL,P0A6E1,Shikimate kinase 2,XCO02624.1
10.1007.s10295-020-02262-y,pheA,P0A9J8,Bifunctional chorismate mutase/prephenate dehydratase,XCO04699.1
10.1007.s10295-020-02262-y,aroG,P0AB91,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive",P0AB91.1
10.1007.s10295-020-02262-y,trpE,P00895,Anthranilate synthase component 1,WP_354687696.1
10.1007.s10295-020-02282-8,ppc,P12880,Phosphoenolpyruvate carboxylase,WP_354692337.1
10.1007.s10295-020-02282-8,pyc,A0A0C5AH51,Pyruvate carboxylase,WP_354674127.1
10.1007.s10295-020-02282-8,leuA,P42455,2-isopropylmalate synthase,WP_354692177.1
10.1007.s10295-020-02282-8,ilvB,P42463,Acetolactate synthase large subunit,WP_354692504.1
10.1007.s10295-020-02284-6,ERG20,P08524,Farnesyl pyrophosphate synthase,XP_066168481.1
10.1007.s10295-020-02319-y,ilvC,P05793,Ketol-acid reductoisomerase (NADP(+)),XAY05516.1
10.1007.s10295-020-02319-y,adhA,A0A377KDI2,Putative zinc-binding dehydrogenase,XAY07248.1
10.1007.s10295-020-02319-y,ilvD,P05791,Dihydroxy-acid dehydratase,WP_354688765.1
10.1007.s10295-020-02319-y,alsS,A0A3L0VW79,Acetolactate synthase AlsS,WP_354690715.1
10.1007.s10295-020-02323-2,garK,P23524,Glycerate 2-kinase,XCO05199.1
10.1007.s10295-020-02323-2,glxK,P77364,Glycerate 3-kinase,XCO02739.1
10.1007.s10295-020-02323-2,hyi,P30147,Hydroxypyruvate isomerase,WP_354682716.1
10.1007.s10295-020-02323-2,uxaC,P0A8G3,Uronate isomerase,WP_354691943.1
10.1007.s10482-013-0010-6,gapA,P0A9B2,Glyceraldehyde-3-phosphate dehydrogenase A,WP_354690629.1
10.1007.s10482-016-0719-0,thrB,P07128,Homoserine kinase,WP_354683990.1
10.1007.s10482-016-0719-0,pyc,A0A0C5AH51,Pyruvate carboxylase,WP_354674127.1
10.1007.s10529-006-9163-y,speF,P24169,Inducible ornithine decarboxylase,NP_033791.1
10.1007.s10529-006-9163-y,argI,P04391,Ornithine carbamoyltransferase subunit I,NP_593692.1
10.1007.s10529-006-9163-y,argF,P06960,Ornithine carbamoyltransferase subunit F,C5A2H1.1
10.1007.s10529-006-9163-y,argR,P0A6D0,Arginine repressor,WP_336675198.1
10.1007.s10529-006-9182-8,ppc,P00864,Phosphoenolpyruvate carboxylase,WP_354692337.1
10.1007.s10529-007-9432-4,caiF,P0AE58,Transcriptional activatory protein CaiF,P0AE58.1
10.1007.s10529-007-9432-4,caiD,P31551,Carnitinyl-CoA dehydratase,WP_354689726.1
10.1007.s10529-007-9432-4,caiE,P39206,Carnitine operon protein CaiE,WP_354691727.1
10.1007.s10529-008-9720-7,XylE,A0A066R450,D-xylose transporter XylE,XCO06066.1
10.1007.s10529-008-9720-7,CRP,P0ACJ8,DNA-binding transcriptional dual regulator CRP,P0ACJ8.1
10.1007.s10529-008-9906-z,yggG,A0A376HN33,Beta-barrel assembly-enhancing protease,XCO04600.1
10.1007.s10529-011-0597-5,deoD,A0A080Y4W2,Purine nucleoside phosphorylase DeoD-type,XAY04718.1
10.1007.s10529-011-0597-5,purA,A0A0C3JWT6,Adenylosuccinate synthetase,XP_066198347.1
10.1007.s10529-011-0794-2,ptsG,P69786,PTS system glucose-specific EIICB component,CAL4043268.1
10.1007.s10529-011-0794-2,iclR,P16528,Transcriptional repressor IclR,XCO06021.1
10.1007.s10529-011-0794-2,poxB,P07003,Pyruvate dehydrogenase [ubiquinone],WP_354691852.1
10.1007.s10529-011-0794-2,pta,P0A9M8,Phosphate acetyltransferase,WP_354690204.1
10.1007.s10529-012-1003-7,pta,P0A9M8,Phosphate acetyltransferase,WP_354690204.1
10.1007.s10529-012-1003-7,pflB,P09373,Formate acetyltransferase 1,GMM63204.1
10.1007.s10529-012-1003-7,aldA,P25553,Lactaldehyde dehydrogenase,DAA10635.1
10.1007.s10529-012-1003-7,adhE,P0A9Q7,Bifunctional aldehyde-alcohol dehydrogenase AdhE,P0A9Q7.2
10.1007.s10529-012-1003-7,cscR,P62604,Sucrose operon repressor,BCF90576.1
10.1007.s10529-012-1041-1,alsS,Q04789,Acetolactate synthase,WP_354692504.1
10.1007.s10529-012-1068-3,prs,P0A717,Ribose-phosphate pyrophosphokinase,XCO10662.1
10.1007.s10529-012-1068-3,gnd,P00350,"6-phosphogluconate dehydrogenase, decarboxylating",BFO17300.1
10.1007.s10529-012-1068-3,zwf,P0AC53,Glucose-6-phosphate 1-dehydrogenase,XP_066165338.1
10.1007.s10529-012-1103-4,crtYB,Q7Z859,Bifunctional lycopene cyclase/phytoene synthase,WP_354667439.1
10.1007.s10529-013-1246-y,lacI,P03023,Lactose operon repressor,WP_010493381.1
10.1007.s10529-013-1317-0,gdhA,P00370,NADP-specific glutamate dehydrogenase,WP_354691284.1
10.1007.s10529-013-1317-0,pgi,P0A6T1,Glucose-6-phosphate isomerase,WP_354688646.1
10.1007.s10529-013-1317-0,zwf,P0AC53,Glucose-6-phosphate 1-dehydrogenase,XP_066165338.1
10.1007.s10529-013-1317-0,ispD,Q46893,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,WP_354692222.1
10.1007.s10529-013-1317-0,dxs,P77488,1-deoxy-D-xylulose-5-phosphate synthase,WP_354684001.1
10.1007.s10529-013-1317-0,idi,Q46822,Isopentenyl-diphosphate Delta-isomerase,WP_354692386.1
10.1007.s10529-013-1376-2,cat,Q712M7,Chloramphenicol acetyltransferase,WP_354684169.1
10.1007.s10529-013-1376-2,ackA,P77845,Acetate kinase,WP_354688381.1
10.1007.s10529-013-1376-2,ldhA,Q6F5A8,L-lactate dehydrogenase,WP_354691639.1
10.1007.s10529-013-1376-2,aceA,P42449,Isocitrate lyase,WP_354685213.1
10.1007.s10529-013-1376-2,ppc,P12880,Phosphoenolpyruvate carboxylase,WP_354692337.1
10.1007.s10529-013-1376-2,pyc,A0A0C5AH51,Pyruvate carboxylase,WP_354674127.1
10.1007.s10529-013-1376-2,gltA,P42457,Citrate synthase,WP_354690523.1
10.1007.s10529-014-1543-0,crtY,Q01331,Lycopene beta-cyclase,WP_354667439.1
10.1007.s10529-014-1543-0,crtX,Q01330,Zeaxanthin glucosyltransferase,P21686.1
10.1007.s10529-014-1543-0,talB,P0A870,Transaldolase B,WP_354622010.1
10.1007.s10529-014-1543-0,dxs,P77488,1-deoxy-D-xylulose-5-phosphate synthase,WP_354684001.1
10.1007.s10529-014-1543-0,idi,Q46822,Isopentenyl-diphosphate Delta-isomerase,WP_354692386.1
10.1007.s10529-014-1578-2,idi,A0A169S192,Isopentenyl-diphosphate Delta-isomerase,WP_354692386.1
10.1007.s10529-014-1578-2,dxs,A0A160PRG1,1-deoxy-D-xylulose-5-phosphate synthase,WP_354684001.1
10.1007.s10529-014-1600-8,PrpE,A0A7I9A4S8,PrpE protein,WP_354685469.1
10.1007.s10529-014-1600-8,PanM,A0A3L9FX30,Aspartate 1-decarboxylase autocleavage activator PanM,XCO05503.1
10.1007.s10529-014-1600-8,YdfG,P39831,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,XCO03759.1
10.1007.s10529-015-1783-7,leuA,A0A0D1IV67,2-isopropylmalate synthase,WP_354692177.1
10.1007.s10529-015-1783-7,ilvA,A0A0C3L5L9,L-threonine dehydratase,XCN43895.1
10.1007.s10529-015-1783-7,ldh,Q53560,Leucine dehydrogenase,WP_354678102.1
10.1007.s10529-015-1822-4,pyc,A0A0C5AH51,Pyruvate carboxylase,WP_354674127.1
10.1007.s10529-015-1822-4,odhA,Q8NRC3,2-oxoglutarate dehydrogenase E1/E2 component,XP_504044.2
10.1007.s10529-015-1956-4,fadD,P69451,Long-chain-fatty-acid--CoA ligase,WP_354687268.1
